purchase_id,customer_id,item,amount
349,775,Pulsa GiffGaff,356000.0
350,969,Payment PLN,332000.0
351,235,Pulsa GiffGaff,332000.0
352,853,Payment PLN,141000.0
353,402,Pulsa GiffGaff,314000.0
354,602,Topup E-money,76000.0
355,535,Pulsa GiffGaff,290000.0
356,330,Payment PDAM,66000.0
357,874,Payment PDAM,337000.0
358,428,Payment PDAM,217000.0
359,592,Payment PLN,251000.0
360,6,Pulsa GiffGaff,229000.0
361,827,Payment PDAM,323000.0
362,735,Payment PDAM,69000.0
363,451,Payment PLN,6000.0
364,160,Payment PLN,370000.0
365,253,Payment PLN,318000.0
366,866,Topup E-money,296000.0
367,510,Pulsa GiffGaff,195000.0
368,316,Payment PDAM,331000.0
369,62,Topup E-money,137000.0
370,872,Pulsa GiffGaff,13000.0
371,268,Pulsa GiffGaff,443000.0
372,490,Topup E-money,455000.0
373,450,Payment PLN,187000.0
374,29,Pulsa GiffGaff,339000.0
375,93,Payment PLN,105000.0
376,128,Topup E-money,416000.0
377,634,Payment PLN,368000.0
378,599,Topup E-money,412000.0
379,964,Pulsa GiffGaff,356000.0
380,404,Payment PLN,42000.0
381,775,Topup E-money,281000.0
382,902,Topup E-money,133000.0
383,862,Payment PDAM,122000.0
384,166,Payment PLN,318000.0
385,390,Payment PLN,344000.0
386,232,Topup E-money,91000.0
387,153,Topup E-money,240000.0
388,456,Pulsa GiffGaff,31000.0
389,654,Payment PDAM,287000.0
390,99,Payment PLN,413000.0
391,454,Pulsa GiffGaff,394000.0
392,174,Pulsa GiffGaff,128000.0
393,55,Payment PLN,456000.0
394,974,Topup E-money,313000.0
395,613,Payment PLN,322000.0
396,345,Payment PDAM,400000.0
397,427,Payment PDAM,80000.0
398,174,Pulsa GiffGaff,90000.0
399,792,Payment PDAM,58000.0
400,34,Topup E-money,199000.0
401,303,Payment PDAM,360000.0
402,454,Payment PLN,349000.0
403,365,Pulsa GiffGaff,221000.0
404,985,Topup E-money,370000.0
405,625,Pulsa GiffGaff,444000.0
406,944,Payment PLN,425000.0
407,464,Topup E-money,120000.0
408,576,Pulsa GiffGaff,271000.0
409,672,Topup E-money,363000.0
410,386,Payment PDAM,487000.0
411,5,Payment PDAM,466000.0
412,467,Pulsa GiffGaff,46000.0
413,249,Payment PDAM,384000.0
414,545,Pulsa GiffGaff,350000.0
415,481,Pulsa GiffGaff,453000.0
416,473,Topup E-money,34000.0
417,481,Payment PLN,383000.0
418,511,Payment PLN,88000.0
419,925,Pulsa GiffGaff,453000.0
420,45,Payment PLN,440000.0
421,631,Pulsa GiffGaff,99000.0
422,111,Pulsa GiffGaff,388000.0
423,510,Topup E-money,248000.0
424,275,Topup E-money,114000.0
425,95,Payment PDAM,339000.0
426,613,Pulsa GiffGaff,219000.0
427,950,Topup E-money,261000.0
428,457,Pulsa GiffGaff,368000.0
429,913,Payment PDAM,355000.0
430,929,Pulsa GiffGaff,112000.0
431,214,Pulsa GiffGaff,323000.0
432,103,Pulsa GiffGaff,494000.0
433,734,Pulsa GiffGaff,344000.0
434,839,Payment PLN,313000.0
435,693,Payment PDAM,490000.0
436,473,Payment PLN,48000.0
437,910,Pulsa GiffGaff,96000.0
438,656,Pulsa GiffGaff,324000.0
439,907,Payment PLN,246000.0
440,743,Pulsa GiffGaff,212000.0
441,271,Pulsa GiffGaff,492000.0
442,202,Pulsa GiffGaff,494000.0
443,246,Payment PDAM,497000.0
444,733,Topup E-money,499000.0
445,282,Topup E-money,75000.0
446,927,Payment PLN,363000.0
447,594,Payment PLN,75000.0
448,584,Payment PDAM,477000.0
449,555,Pulsa GiffGaff,183000.0
450,46,Topup E-money,270000.0
451,756,Payment PLN,46000.0
452,790,Payment PDAM,31000.0
453,306,Payment PDAM,406000.0
454,419,Payment PDAM,315000.0
455,201,Topup E-money,260000.0
456,626,Topup E-money,59000.0
457,911,Payment PLN,395000.0
458,864,Topup E-money,210000.0
459,434,Payment PDAM,104000.0
460,899,Payment PLN,366000.0
461,17,Pulsa GiffGaff,305000.0
462,934,Topup E-money,113000.0
463,508,Pulsa GiffGaff,268000.0
464,860,Pulsa GiffGaff,443000.0
465,408,Payment PLN,277000.0
466,22,Payment PLN,121000.0
467,375,Topup E-money,235000.0
468,359,Payment PDAM,156000.0
469,829,Topup E-money,77000.0
470,233,Pulsa GiffGaff,17000.0
471,912,Payment PLN,463000.0
472,615,Pulsa GiffGaff,404000.0
473,320,Pulsa GiffGaff,444000.0
474,568,Payment PLN,313000.0
475,651,Pulsa GiffGaff,372000.0
476,620,Pulsa GiffGaff,329000.0
477,343,Pulsa GiffGaff,179000.0
478,148,Payment PDAM,442000.0
479,361,Topup E-money,160000.0
480,76,Topup E-money,499000.0
481,602,Payment PLN,478000.0
482,861,Payment PLN,83000.0
483,547,Topup E-money,278000.0
484,529,Payment PDAM,91000.0
485,797,Topup E-money,23000.0
486,107,Payment PDAM,182000.0
487,560,Pulsa GiffGaff,372000.0
488,567,Topup E-money,78000.0
489,938,Payment PDAM,210000.0
490,189,Topup E-money,259000.0
491,871,Pulsa GiffGaff,290000.0
492,401,Topup E-money,492000.0
493,783,Topup E-money,292000.0
494,266,Payment PDAM,45000.0
495,230,Payment PLN,196000.0
496,18,Payment PLN,200000.0
497,374,Payment PLN,289000.0
498,449,Pulsa GiffGaff,274000.0
499,674,Payment PLN,215000.0
500,480,Payment PDAM,305000.0
501,381,Payment PLN,118000.0
502,259,Pulsa GiffGaff,425000.0
503,174,Payment PLN,311000.0
504,920,Payment PDAM,248000.0
505,418,Topup E-money,267000.0
506,982,Topup E-money,289000.0
507,529,Pulsa GiffGaff,239000.0
508,127,Payment PLN,454000.0
509,383,Pulsa GiffGaff,247000.0
510,306,Topup E-money,402000.0
511,560,Payment PLN,69000.0
512,386,Pulsa GiffGaff,20000.0
513,412,Pulsa GiffGaff,136000.0
514,220,Payment PDAM,153000.0
515,561,Payment PLN,467000.0
516,882,Payment PLN,408000.0
517,934,Payment PDAM,68000.0
518,685,Payment PDAM,439000.0
519,367,Payment PDAM,132000.0
520,223,Pulsa GiffGaff,239000.0
521,141,Pulsa GiffGaff,25000.0
522,608,Payment PDAM,144000.0
523,243,Topup E-money,21000.0
524,594,Payment PDAM,378000.0
525,31,Payment PDAM,219000.0
526,303,Payment PLN,304000.0
527,208,Payment PLN,428000.0
528,158,Pulsa GiffGaff,154000.0
529,335,Payment PLN,383000.0
530,937,Topup E-money,408000.0
531,908,Pulsa GiffGaff,58000.0
532,666,Payment PLN,182000.0
533,768,Pulsa GiffGaff,119000.0
534,424,Payment PLN,199000.0
535,385,Payment PDAM,492000.0
536,687,Pulsa GiffGaff,282000.0
537,7,Pulsa GiffGaff,386000.0
538,685,Topup E-money,313000.0
539,414,Payment PDAM,406000.0
540,58,Topup E-money,104000.0
541,218,Payment PDAM,11000.0
542,618,Payment PLN,193000.0
543,21,Payment PLN,146000.0
544,689,Pulsa GiffGaff,356000.0
545,493,Payment PDAM,189000.0
546,822,Topup E-money,318000.0
547,264,Payment PDAM,407000.0
548,821,Pulsa GiffGaff,476000.0
549,989,Payment PDAM,24000.0
550,122,Topup E-money,336000.0
551,160,Payment PLN,277000.0
552,463,Payment PDAM,497000.0
553,548,Payment PLN,164000.0
554,667,Pulsa GiffGaff,344000.0
555,234,Pulsa GiffGaff,49000.0
556,531,Payment PDAM,382000.0
557,502,Payment PLN,353000.0
558,735,Payment PLN,141000.0
559,568,Pulsa GiffGaff,257000.0
560,843,Payment PDAM,286000.0
561,137,Topup E-money,405000.0
562,666,Payment PDAM,237000.0
563,270,Pulsa GiffGaff,175000.0
564,763,Pulsa GiffGaff,339000.0
565,961,Payment PLN,239000.0
566,195,Payment PDAM,484000.0
567,206,Pulsa GiffGaff,436000.0
568,418,Pulsa GiffGaff,201000.0
569,419,Pulsa GiffGaff,364000.0
570,418,Payment PDAM,213000.0
571,708,Pulsa GiffGaff,8000.0
572,671,Payment PDAM,225000.0
573,282,Payment PLN,452000.0
574,241,Topup E-money,416000.0
575,625,Topup E-money,55000.0
576,643,Pulsa GiffGaff,188000.0
577,560,Payment PLN,273000.0
578,652,Payment PLN,341000.0
579,664,Topup E-money,222000.0
580,198,Payment PLN,471000.0
581,819,Payment PLN,435000.0
582,154,Topup E-money,230000.0
583,875,Payment PDAM,432000.0
584,837,Payment PLN,67000.0
585,427,Payment PDAM,255000.0
586,462,Payment PDAM,293000.0
587,431,Topup E-money,241000.0
588,245,Payment PLN,110000.0
589,161,Topup E-money,50000.0
590,251,Payment PLN,346000.0
591,672,Payment PDAM,185000.0
592,514,Pulsa GiffGaff,321000.0
593,628,Payment PDAM,90000.0
594,686,Payment PLN,454000.0
595,199,Payment PLN,418000.0
596,478,Pulsa GiffGaff,476000.0
597,132,Pulsa GiffGaff,466000.0
598,761,Topup E-money,223000.0
599,72,Pulsa GiffGaff,435000.0
600,343,Payment PDAM,20000.0
601,854,Payment PLN,451000.0
602,498,Pulsa GiffGaff,323000.0
603,327,Topup E-money,326000.0
604,837,Pulsa GiffGaff,388000.0
605,519,Pulsa GiffGaff,333000.0
606,789,Payment PDAM,453000.0
607,347,Topup E-money,140000.0
608,756,Payment PLN,271000.0
609,319,Topup E-money,173000.0
610,165,Pulsa GiffGaff,415000.0
611,226,Payment PDAM,308000.0
612,550,Topup E-money,376000.0
613,829,Pulsa GiffGaff,245000.0
614,563,Pulsa GiffGaff,141000.0
615,497,Topup E-money,469000.0
616,390,Pulsa GiffGaff,494000.0
617,150,Payment PDAM,494000.0
618,510,Topup E-money,282000.0
619,685,Payment PLN,223000.0
620,982,Payment PDAM,421000.0
621,16,Pulsa GiffGaff,427000.0
622,852,Topup E-money,3000.0
623,649,Pulsa GiffGaff,433000.0
624,739,Pulsa GiffGaff,265000.0
625,839,Topup E-money,422000.0
626,972,Payment PDAM,437000.0
627,882,Payment PDAM,471000.0
628,534,Payment PDAM,89000.0
629,440,Payment PDAM,2000.0
630,134,Payment PDAM,308000.0
631,375,Topup E-money,289000.0
632,386,Pulsa GiffGaff,166000.0
633,607,Topup E-money,257000.0
634,666,Topup E-money,286000.0
635,792,Payment PDAM,321000.0
636,485,Pulsa GiffGaff,29000.0
637,939,Pulsa GiffGaff,389000.0
638,514,Payment PDAM,209000.0
639,771,Topup E-money,423000.0
640,597,Topup E-money,348000.0
641,772,Pulsa GiffGaff,393000.0
642,266,Payment PDAM,187000.0
643,748,Topup E-money,345000.0
644,931,Pulsa GiffGaff,268000.0
645,351,Payment PLN,74000.0
646,245,Payment PLN,75000.0
647,95,Topup E-money,162000.0
648,599,Payment PLN,469000.0
649,428,Topup E-money,348000.0
650,514,Pulsa GiffGaff,94000.0
651,114,Topup E-money,188000.0
652,945,Pulsa GiffGaff,320000.0
653,453,Topup E-money,328000.0
654,342,Pulsa GiffGaff,151000.0
655,901,Payment PDAM,235000.0
656,982,Topup E-money,301000.0
657,15,Pulsa GiffGaff,386000.0
658,535,Pulsa GiffGaff,165000.0
659,775,Pulsa GiffGaff,318000.0
660,144,Topup E-money,344000.0
661,315,Topup E-money,214000.0
662,936,Payment PLN,138000.0
663,790,Payment PLN,323000.0
664,849,Payment PLN,62000.0
665,79,Payment PDAM,17000.0
666,884,Pulsa GiffGaff,93000.0
667,912,Payment PLN,332000.0
668,96,Payment PLN,88000.0
669,371,Topup E-money,33000.0
670,847,Payment PDAM,371000.0
671,233,Topup E-money,218000.0
672,964,Payment PLN,293000.0
673,616,Pulsa GiffGaff,275000.0
674,726,Topup E-money,146000.0
675,217,Pulsa GiffGaff,43000.0
676,279,Topup E-money,78000.0
677,692,Topup E-money,473000.0
678,642,Payment PDAM,414000.0
679,854,Payment PDAM,475000.0
680,453,Pulsa GiffGaff,36000.0
681,968,Pulsa GiffGaff,233000.0
682,979,Pulsa GiffGaff,66000.0
683,237,Pulsa GiffGaff,42000.0
684,141,Topup E-money,76000.0
685,636,Payment PLN,20000.0
686,428,Pulsa GiffGaff,438000.0
687,324,Payment PLN,136000.0
688,492,Pulsa GiffGaff,119000.0
689,619,Pulsa GiffGaff,137000.0
690,859,Topup E-money,464000.0
691,963,Payment PDAM,497000.0
692,560,Pulsa GiffGaff,240000.0
693,745,Pulsa GiffGaff,190000.0
694,555,Topup E-money,116000.0
695,294,Payment PLN,187000.0
696,245,Payment PDAM,313000.0
697,88,Payment PLN,75000.0
698,494,Payment PLN,35000.0
699,240,Payment PLN,1000.0
700,13,Payment PLN,24000.0
701,550,Topup E-money,382000.0
702,82,Pulsa GiffGaff,82000.0
703,787,Payment PLN,364000.0
704,974,Topup E-money,38000.0
705,605,Topup E-money,320000.0
706,931,Pulsa GiffGaff,280000.0
707,921,Payment PLN,493000.0
708,891,Payment PDAM,213000.0
709,738,Payment PLN,118000.0
710,223,Pulsa GiffGaff,406000.0
711,157,Payment PLN,473000.0
712,153,Pulsa GiffGaff,27000.0
713,33,Topup E-money,333000.0
714,396,Pulsa GiffGaff,132000.0
715,674,Pulsa GiffGaff,406000.0
716,88,Payment PDAM,73000.0
717,960,Payment PDAM,416000.0
718,938,Payment PLN,82000.0
719,214,Payment PDAM,289000.0
720,172,Pulsa GiffGaff,40000.0
721,965,Pulsa GiffGaff,414000.0
722,57,Pulsa GiffGaff,145000.0
723,872,Payment PLN,289000.0
724,327,Payment PDAM,348000.0
725,213,Payment PDAM,184000.0
726,611,Payment PDAM,439000.0
727,269,Payment PDAM,337000.0
728,726,Pulsa GiffGaff,275000.0
729,456,Topup E-money,79000.0
730,833,Pulsa GiffGaff,157000.0
731,219,Payment PLN,109000.0
732,351,Pulsa GiffGaff,240000.0
733,682,Payment PDAM,30000.0
734,904,Payment PLN,6000.0
735,780,Pulsa GiffGaff,108000.0
736,686,Topup E-money,59000.0
737,963,Payment PLN,252000.0
738,713,Payment PLN,33000.0
739,973,Payment PDAM,416000.0
740,276,Payment PDAM,256000.0
741,645,Payment PDAM,216000.0
742,257,Payment PDAM,473000.0
743,766,Payment PLN,63000.0
744,290,Payment PLN,430000.0
745,979,Topup E-money,101000.0
746,652,Topup E-money,105000.0
747,1,Pulsa GiffGaff,328000.0
748,721,Payment PLN,239000.0
749,536,Topup E-money,420000.0
750,746,Payment PLN,246000.0
751,58,Topup E-money,292000.0
752,347,Topup E-money,215000.0
753,954,Topup E-money,308000.0
754,701,Pulsa GiffGaff,221000.0
755,234,Pulsa GiffGaff,10000.0
756,610,Pulsa GiffGaff,474000.0
757,323,Pulsa GiffGaff,467000.0
758,646,Topup E-money,271000.0
759,126,Payment PDAM,377000.0
760,553,Payment PDAM,386000.0
761,965,Topup E-money,142000.0
762,179,Payment PLN,295000.0
763,722,Pulsa GiffGaff,224000.0
764,273,Topup E-money,241000.0
765,326,Topup E-money,408000.0
766,842,Payment PLN,96000.0
767,82,Pulsa GiffGaff,87000.0
768,814,Topup E-money,478000.0
769,337,Topup E-money,216000.0
770,422,Topup E-money,372000.0
771,498,Topup E-money,449000.0
772,173,Payment PDAM,99000.0
773,876,Pulsa GiffGaff,407000.0
774,519,Payment PLN,143000.0
775,592,Payment PDAM,192000.0
776,233,Topup E-money,432000.0
777,120,Topup E-money,319000.0
778,343,Payment PLN,412000.0
779,355,Topup E-money,341000.0
780,525,Payment PDAM,483000.0
781,784,Pulsa GiffGaff,488000.0
782,924,Payment PLN,251000.0
783,204,Payment PDAM,157000.0
784,504,Topup E-money,40000.0
785,612,Pulsa GiffGaff,127000.0
786,773,Pulsa GiffGaff,301000.0
787,9,Topup E-money,420000.0
788,104,Payment PDAM,205000.0
789,985,Payment PDAM,430000.0
790,513,Topup E-money,173000.0
791,653,Payment PLN,446000.0
792,676,Topup E-money,475000.0
793,786,Payment PLN,405000.0
794,343,Pulsa GiffGaff,367000.0
